source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_38	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_38	1	709	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_38	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_38.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_38.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_25	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_25	1	710	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_25	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_25.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_22	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_22	1	711	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_22	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_22.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_08	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_08	1	712	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_08	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_08.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_03	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_03	1	713	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_03	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX11_individual18_shape_23	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX11_individual18_shape_23	1	714	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX11_individual18_shape_23	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX11_individual18_shape_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX11_individual18_shape_23.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_01	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_01	1	715	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_01	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX04_individual4_shape_23	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX04_individual4_shape_23	1	716	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX04_individual4_shape_23	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX04_individual4_shape_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX04_individual4_shape_23.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_41	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_41	1	717	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_41	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_41.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_41.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_23	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_23	1	718	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_23	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_23.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_25	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_25	1	719	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_25	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual17_shape_25.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_38	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_38	1	720	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_38	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_38.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box01_individual2_shape_38.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_29	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_29	1	721	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_29	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_29.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_15	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_15	1	722	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_15	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual15_shape_15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_12	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_12	1	723	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_12	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX05_individual5_shape_12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_33	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_33	1	724	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_33	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_33.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_29	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_29	1	725	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_29	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX12_individual12_shape_29.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box02_individual13shape_02	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box02_individual13shape_02	1	726	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box02_individual13shape_02	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box02_individual13shape_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_Box02_individual13shape_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_27	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_27	1	727	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_27	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX07_individual8_shape_27.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual9_shape_34	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual9_shape_34	1	728	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual9_shape_34	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual9_shape_34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX09_individual9_shape_34.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_12	Homo sapiens	Liver	Liver disease	not available	not available	not available	not available	not available	Hepatocyte	tissue	single cell	laser capture microdissection	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_12	1	729	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_12	proteomic profiling by mass spectrometry	1	P006	NT=Data-independent acquisition;AC=PRIDE:0000628	20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/12/PXD062231/20240711_OA1_Evo12_W40_CaWe_SA_P006_scDVP_labelfree_BOX03_individual3_shape_12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=HCD;AC=MS:1002481	45% NCE	not available	not available	not applicable	not applicable	not applicable	not available	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
