source name	assay name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[compound]	characteristics[compound]	characteristics[exposure duration]	technology type	comment[fraction identifier]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]
PXD063467_4_Control4	4_AC16_DIA_GA4_1_4035	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	4_AC16_DIA_GA4_1_4035.d.zip	v1.1.0	manual curation
PXD063467_5_Control5	5_AC16_DIA_GA5_1_4036	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	5_AC16_DIA_GA5_1_4036.d.zip	v1.1.0	manual curation
PXD063467_6_Control6	6_AC16_DIA_GA6_1_4037	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	6_AC16_DIA_GA6_1_4037.d.zip	v1.1.0	manual curation
PXD063467_7_Control7	7_AC16_DIA_GA7_1_4038	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	7_AC16_DIA_GA7_1_4038.d.zip	v1.1.0	manual curation
PXD063467_8_Control8	8_AC16_DIA_GA8_1_4039	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	8_AC16_DIA_GA8_1_4039.d.zip	v1.1.0	manual curation
PXD063467_9_Control9	9_AC16_DIA_GB1_1_4040	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	9_AC16_DIA_GB1_1_4040.d.zip	v1.1.0	manual curation
PXD063467_10_Control10	10_AC16_DIA_GB2_1_4041	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	10_AC16_DIA_GB2_1_4041.d.zip	v1.1.0	manual curation
PXD063467_11_Control11	11_AC16_DIA_GB3_1_4042	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	11_AC16_DIA_GB3_1_4042.d.zip	v1.1.0	manual curation
PXD063467_12_Control12	12_AC16_DIA_GB4_1_4043	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	12_AC16_DIA_GB4_1_4043.d.zip	v1.1.0	manual curation
PXD063467_13_Cana_low1	13_AC16_DIA_GB5_1_4017	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	13_AC16_DIA_GB5_1_4017.d.zip	v1.1.0	manual curation
PXD063467_14_Cana_low2	14_AC16_DIA_GB6_1_4018	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	14_AC16_DIA_GB6_1_4018.d.zip	v1.1.0	manual curation
PXD063467_15_Cana_low3	15_AC16_DIA_GB7_1_4019	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	15_AC16_DIA_GB7_1_4019.d.zip	v1.1.0	manual curation
PXD063467_16_Cana_low4	16_AC16_DIA_GB8_1_4020	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	16_AC16_DIA_GB8_1_4020.d.zip	v1.1.0	manual curation
PXD063467_17_Cana_low5	17_AC16_DIA_GC1_1_4021	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	17_AC16_DIA_GC1_1_4021.d.zip	v1.1.0	manual curation
PXD063467_18_Cana_low6	18_AC16_DIA_GC2_1_4022	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	18_AC16_DIA_GC2_1_4022.d.zip	v1.1.0	manual curation
PXD063467_19_Cana_high1	19_AC16_DIA_GC3_1_4023	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	19_AC16_DIA_GC3_1_4023.d.zip	v1.1.0	manual curation
PXD063467_20_Cana_high2	20_AC16_DIA_BA1_1_4125	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	20_AC16_DIA_BA1_1_4125.d.zip	v1.1.0	manual curation
PXD063467_21_Cana_high3	21_AC16_DIA_BA2_1_4123	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	21_AC16_DIA_BA2_1_4123.d.zip	v1.1.0	manual curation
PXD063467_22_Cana_high4	22_AC16_DIA_BA3_1_4124	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	22_AC16_DIA_BA3_1_4124.d.zip	v1.1.0	manual curation
PXD063467_23_Cana_high5	23_AC16_DIA_BA4_1_4121	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	23_AC16_DIA_BA4_1_4121.d.zip	v1.1.0	manual curation
PXD063467_24_Cana_high6	24_AC16_DIA_BA5_1_4122	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	24_AC16_DIA_BA5_1_4122.d.zip	v1.1.0	manual curation
PXD063467_25_Dapa_low1	25_AC16_DIA_GB5_1_4047	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	25_AC16_DIA_GB5_1_4047.d.zip	v1.1.0	manual curation
PXD063467_26_Dapa_low2	26_AC16_DIA_GB6_1_4048	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	26_AC16_DIA_GB6_1_4048.d.zip	v1.1.0	manual curation
PXD063467_27_Dapa_low3	27_AC16_DIA_GB7_1_4049	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	27_AC16_DIA_GB7_1_4049.d.zip	v1.1.0	manual curation
PXD063467_28_Dapa_low4	28_AC16_DIA_GB8_1_4050	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	28_AC16_DIA_GB8_1_4050.d.zip	v1.1.0	manual curation
PXD063467_29_Dapa_low5	29_AC16_DIA_GC1_1_4051	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	29_AC16_DIA_GC1_1_4051.d.zip	v1.1.0	manual curation
PXD063467_30_Dapa_low6	30_AC16_DIA_GC2_1_4052	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	30_AC16_DIA_GC2_1_4052.d.zip	v1.1.0	manual curation
PXD063467_31_Dapa_high1	31_AC16_DIA_GC3_1_4053	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	31_AC16_DIA_GC3_1_4053.d.zip	v1.1.0	manual curation
PXD063467_32_Dapa_high2	32_AC16_DIA_GC4_1_4054	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	32_AC16_DIA_GC4_1_4054.d.zip	v1.1.0	manual curation
PXD063467_33_Dapa_high3	33_AC16_DIA_GC5_1_4055	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	33_AC16_DIA_GC5_1_4055.d.zip	v1.1.0	manual curation
PXD063467_34_Dapa_high4	34_AC16_DIA_GC6_1_4056	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	34_AC16_DIA_GC6_1_4056.d.zip	v1.1.0	manual curation
PXD063467_35_Dapa_high5	35_AC16_DIA_GC7_1_4057	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	35_AC16_DIA_GC7_1_4057.d.zip	v1.1.0	manual curation
PXD063467_36_Dapa_high6	36_AC16_DIA_GC8_1_4058	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	36_AC16_DIA_GC8_1_4058.d.zip	v1.1.0	manual curation
PXD063467_37_Empa_low1	37_AC16_DIA_GD1_1_4062	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	37_AC16_DIA_GD1_1_4062.d.zip	v1.1.0	manual curation
PXD063467_38_Empa_low2	38_AC16_DIA_GD2_1_4063	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	38_AC16_DIA_GD2_1_4063.d.zip	v1.1.0	manual curation
